Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills,Aptitude_Test_Score,LeetCode_Rating,GitHub_Contributions,Hackathons_Participated,AI_ML_Skill_Level,System_Design_Knowledge,Resume_Score,Mock_Interview_Score,Placement_Status,Salary_LPA
22,Other,Tier 3,AI/ML,7.67,419,1,7,2,49,90,1647,182,0,4,7,99,54,1,11.85
19,Female,Tier 2,Computer Science,8.71,372,4,9,3,51,45,1548,52,5,4,9,60,41,1,17.08
22,Male,Tier 1,Civil,8.39,572,0,1,1,92,78,1432,152,2,9,2,75,67,1,14.19
18,Male,Tier 2,Electronics,5.25,379,3,5,5,98,89,1618,85,1,6,2,82,37,1,10.47
20,Female,Tier 3,AI/ML,6.06,345,0,7,6,42,94,1212,161,0,8,1,98,88,1,11.1
24,Male,Tier 3,AI/ML,7.48,448,2,2,4,69,40,1635,155,4,3,4,54,99,1,11.22
20,Female,Tier 3,Information Technology,7.71,246,1,0,11,60,74,995,107,3,1,3,56,72,1,13.61
19,Female,Tier 2,Civil,6.32,302,1,2,12,100,72,1413,121,1,4,7,95,75,1,10.56
20,Female,Tier 1,Electronics,7.48,97,0,10,9,57,62,1645,84,5,8,10,83,97,1,12.75
25,Male,Tier 2,Computer Science,7.44,289,3,5,3,70,55,1369,19,1,3,7,52,46,1,11.86
21,Male,Tier 3,AI/ML,6.84,0,2,6,12,76,68,1262,208,2,4,6,65,70,1,10.01
25,Other,Tier 2,Information Technology,7.96,167,2,9,9,79,84,1245,104,1,2,8,61,96,1,12.99
22,Female,Tier 2,Electronics,6.76,171,2,7,2,100,77,1933,130,6,8,8,60,65,1,10.41
24,Other,Tier 3,AI/ML,5.09,466,2,5,11,83,91,1773,134,1,3,4,47,96,1,10.66
18,Other,Tier 3,Civil,7.19,264,0,6,7,45,64,1524,203,6,6,2,71,37,1,13.45
22,Male,Tier 2,AI/ML,7.4,282,2,3,7,66,63,1744,166,7,7,10,94,56,1,13.25
24,Other,Tier 3,Information Technology,4.5,354,3,3,8,72,74,1840,99,1,10,6,99,52,1,10.48
19,Female,Tier 1,Electronics,8.14,392,2,4,11,55,79,1150,157,1,8,4,99,49,1,13.4
19,Other,Tier 3,Computer Science,7.54,459,1,10,1,82,73,1615,70,7,5,10,70,94,1,11.15
23,Male,Tier 2,AI/ML,9.18,441,0,4,7,88,55,1297,111,6,4,4,59,91,1,11.86
18,Other,Tier 2,Electronics,7.39,368,2,6,6,41,80,1631,176,6,10,3,80,53,1,12.9
19,Other,Tier 3,AI/ML,7.32,377,3,4,9,99,44,1981,0,4,8,2,62,66,1,15.29
24,Male,Tier 1,Information Technology,8.42,0,0,5,6,42,49,1928,296,8,2,4,96,38,1,11.7
22,Female,Tier 3,Information Technology,7.74,104,2,0,9,79,74,2166,142,8,6,6,74,67,1,8.27
18,Female,Tier 2,Information Technology,8.17,113,2,9,3,57,67,1273,143,0,8,2,85,82,1,14.39
22,Female,Tier 2,Mechanical,7.53,317,2,7,8,58,80,1920,11,7,6,5,52,70,1,14.3
20,Other,Tier 3,Computer Science,7.37,216,0,6,8,83,36,1009,151,6,10,6,49,75,1,10.99
24,Other,Tier 2,Civil,5.51,220,1,5,10,63,68,1657,62,5,2,6,50,79,1,6.0
24,Female,Tier 3,Electronics,7.17,429,2,9,3,48,61,1197,10,8,9,10,61,47,1,10.63
18,Female,Tier 3,Data Science,6.49,253,3,4,2,40,41,1285,140,0,4,9,51,42,1,12.71
23,Other,Tier 2,Data Science,8.2,229,0,10,1,80,66,1666,123,4,5,9,94,87,1,12.42
24,Male,Tier 1,Data Science,7.37,96,3,7,8,80,59,1420,69,4,9,7,72,90,1,13.03
21,Female,Tier 3,Mechanical,7.6,323,3,3,10,59,51,1229,175,4,10,9,68,43,1,14.28
25,Female,Tier 2,Mechanical,8.1,578,0,8,11,96,43,1617,111,7,5,2,54,37,1,10.61
20,Male,Tier 2,Information Technology,7.4,103,1,8,1,71,79,1366,48,4,2,8,52,54,1,12.9
22,Other,Tier 3,AI/ML,6.67,245,0,4,4,69,75,847,92,1,6,8,96,73,1,10.4
18,Female,Tier 2,Computer Science,6.28,205,1,9,12,46,75,800,27,5,8,10,99,72,1,8.78
20,Other,Tier 3,Electronics,7.96,245,3,3,9,82,88,800,199,5,9,1,87,36,1,16.02
21,Female,Tier 3,Electronics,7.09,301,0,3,2,98,53,1404,91,3,1,5,72,48,1,10.14
25,Male,Tier 2,Computer Science,7.26,127,2,5,11,97,95,1710,56,3,7,3,78,61,1,12.7
20,Female,Tier 2,Information Technology,8.05,412,0,5,9,72,84,1780,0,3,3,1,69,39,1,10.96
18,Male,Tier 3,Civil,6.04,93,2,3,11,87,57,1225,96,8,4,7,63,48,1,10.32
21,Male,Tier 2,AI/ML,4.56,288,2,9,12,74,98,1417,218,7,9,6,98,55,1,11.57
19,Male,Tier 3,Civil,5.31,45,0,10,9,42,43,855,98,3,7,8,64,42,1,13.52
25,Other,Tier 3,Computer Science,7.7,271,2,6,11,95,75,1065,154,0,6,5,58,71,1,12.78
23,Female,Tier 3,Information Technology,7.47,326,3,9,3,60,85,1286,142,6,5,9,85,56,1,17.27
23,Other,Tier 3,AI/ML,8.46,386,1,4,5,85,84,2283,276,3,1,6,45,36,1,14.81
19,Other,Tier 3,Information Technology,6.16,71,2,3,10,90,41,1006,188,8,5,4,85,58,1,13.34
19,Male,Tier 3,Information Technology,7.66,90,2,2,1,50,45,1787,96,8,7,9,71,94,1,13.2
19,Other,Tier 1,Electronics,7.92,225,0,8,9,61,53,1417,6,2,6,9,93,96,1,9.11
25,Male,Tier 3,Civil,8.22,298,2,9,2,40,69,1127,147,7,2,3,70,46,1,12.63
19,Female,Tier 2,AI/ML,5.98,233,0,0,4,75,76,1544,0,2,5,2,69,80,1,12.06
22,Other,Tier 3,Computer Science,7.41,505,1,0,12,77,49,1894,249,3,10,10,58,92,1,12.22
25,Male,Tier 1,Electronics,7.79,260,1,2,7,86,96,1991,229,7,5,9,82,69,1,15.8
20,Other,Tier 3,Civil,6.96,65,1,10,10,71,77,1135,153,6,1,7,88,46,1,8.13
19,Male,Tier 2,Electronics,7.41,219,1,7,11,66,97,800,140,4,10,10,74,60,1,14.99
21,Other,Tier 2,Electronics,8.4,168,2,4,5,99,38,1081,88,0,6,6,91,58,1,11.51
18,Female,Tier 3,AI/ML,7.75,266,3,10,9,74,92,1030,86,1,7,4,75,88,1,17.52
20,Female,Tier 3,Information Technology,7.14,141,1,0,7,95,79,1265,133,2,4,4,80,48,1,15.26
21,Other,Tier 2,Civil,6.15,464,0,1,10,78,45,1341,222,5,3,9,96,89,1,7.51
25,Other,Tier 3,AI/ML,8.75,517,2,0,7,53,82,2102,119,3,5,2,78,43,1,13.91
22,Female,Tier 1,Electronics,6.46,103,0,0,6,82,58,1764,121,6,6,6,85,60,1,11.93
18,Female,Tier 3,Data Science,7.63,56,2,6,4,60,59,1024,182,4,9,5,81,78,1,15.07
21,Other,Tier 1,AI/ML,7.08,309,1,10,4,93,96,1957,193,4,3,5,82,38,1,11.79
23,Other,Tier 1,Data Science,7.65,471,0,1,8,70,51,1306,138,5,9,8,95,99,1,12.77
23,Other,Tier 1,Information Technology,6.56,219,1,4,1,61,61,1093,205,2,3,3,73,87,1,9.98
18,Male,Tier 2,AI/ML,7.41,406,2,1,5,72,37,1933,124,7,10,9,91,50,1,14.14
19,Female,Tier 2,Computer Science,7.9,311,0,8,8,62,61,1049,251,1,3,3,63,56,1,11.7
23,Male,Tier 2,AI/ML,8.02,303,2,3,7,56,97,1629,106,6,8,5,70,49,1,15.61
24,Male,Tier 3,Computer Science,7.88,377,2,8,2,90,74,971,22,6,8,2,56,59,1,14.35
21,Male,Tier 2,Computer Science,6.8,435,4,0,7,95,94,1143,191,4,2,1,63,63,1,9.5
21,Male,Tier 3,Computer Science,5.68,246,0,5,12,54,98,1573,171,3,6,9,95,36,1,12.3
20,Other,Tier 3,AI/ML,7.52,237,3,4,6,46,92,1171,0,0,9,9,96,84,1,16.19
19,Male,Tier 3,Computer Science,6.32,271,1,5,5,44,78,1753,360,7,3,9,80,53,1,10.51
24,Male,Tier 1,Information Technology,6.09,272,2,4,3,60,51,813,106,2,6,7,82,65,1,12.11
23,Male,Tier 3,AI/ML,7.35,431,2,10,3,80,72,1700,64,2,10,7,83,47,1,16.97
21,Female,Tier 1,Computer Science,8.48,123,3,6,1,73,92,874,0,6,9,9,54,54,1,16.81
22,Male,Tier 3,Data Science,8.22,189,2,2,8,96,82,1442,163,3,4,2,51,82,1,13.79
25,Male,Tier 3,Information Technology,7.57,567,1,0,11,40,99,1394,134,2,7,9,66,40,1,11.72
23,Other,Tier 1,Electronics,8.3,479,3,3,5,41,95,1532,151,8,2,8,78,59,1,16.1
25,Female,Tier 3,Data Science,6.81,297,0,0,7,77,41,886,130,3,6,8,46,98,1,10.84
20,Male,Tier 2,Information Technology,8.4,224,2,7,2,56,48,1339,248,0,8,1,78,61,1,14.12
18,Female,Tier 2,Mechanical,7.84,463,2,8,4,85,84,1246,189,7,6,4,94,43,1,11.99
19,Other,Tier 2,Mechanical,7.85,380,3,10,1,48,56,1257,0,0,5,5,57,82,1,11.77
22,Other,Tier 1,AI/ML,7.36,90,1,4,5,77,93,1306,160,7,9,3,79,52,1,12.72
20,Female,Tier 2,Electronics,7.28,150,2,6,4,77,97,2108,62,2,6,2,63,70,1,12.93
18,Other,Tier 3,Electronics,7.74,93,4,6,12,70,56,1455,103,6,6,5,47,43,1,16.34
22,Female,Tier 2,Civil,7.24,162,0,3,3,53,47,1553,209,6,2,10,82,94,1,9.8
25,Male,Tier 3,Civil,7.26,238,2,6,8,87,71,1589,59,5,3,2,78,49,1,15.84
23,Other,Tier 3,Information Technology,8.57,198,3,1,4,63,36,2190,0,4,4,2,78,61,1,15.89
21,Male,Tier 3,Civil,10.0,213,2,1,1,61,60,1760,191,1,5,2,66,54,1,14.46
25,Female,Tier 1,Data Science,7.77,505,2,4,5,100,53,1150,161,0,4,8,78,88,1,14.76
18,Other,Tier 3,Information Technology,6.53,269,1,2,12,63,43,1633,65,8,9,2,90,99,1,15.63
22,Other,Tier 3,Electronics,7.51,149,1,3,1,75,37,1064,101,6,2,4,51,77,1,10.76
22,Male,Tier 3,Electronics,7.64,77,0,9,7,92,73,1240,244,0,1,10,100,47,1,7.4
25,Other,Tier 3,AI/ML,6.63,72,1,3,4,70,46,1536,179,6,8,1,84,87,1,19.59
19,Male,Tier 1,Information Technology,8.2,71,1,10,11,50,70,1654,113,3,4,10,62,86,1,11.56
25,Female,Tier 2,Data Science,7.22,384,1,7,10,99,94,1742,12,2,4,5,47,58,1,11.76
19,Female,Tier 3,Data Science,6.2,274,1,4,4,71,85,1296,185,7,9,8,98,61,1,11.81
18,Female,Tier 3,Information Technology,6.5,259,3,10,5,80,55,1443,107,5,9,2,52,82,1,13.11
24,Other,Tier 2,Civil,4.74,541,0,9,3,72,84,979,139,8,6,5,92,77,1,10.35
21,Other,Tier 2,Information Technology,9.38,596,0,10,8,61,48,1592,38,3,9,3,52,98,1,12.22
24,Female,Tier 3,AI/ML,6.58,245,3,7,3,75,85,1287,42,0,5,3,68,67,1,13.04
24,Female,Tier 1,Information Technology,6.36,457,2,2,1,50,39,1158,65,1,8,7,62,99,1,13.11
23,Male,Tier 3,Data Science,5.89,194,3,9,8,64,63,923,115,5,5,9,63,91,1,10.66
20,Other,Tier 2,Computer Science,6.71,270,0,4,7,63,72,1309,178,0,8,1,79,78,1,9.79
18,Female,Tier 3,AI/ML,6.73,201,2,9,10,87,43,1732,204,0,10,2,91,39,1,11.84
25,Female,Tier 3,Computer Science,6.8,0,2,8,4,83,75,1449,123,1,5,2,89,56,1,15.17
21,Male,Tier 1,Data Science,7.03,231,1,4,10,48,49,1293,162,3,5,2,53,77,1,12.34
20,Male,Tier 3,Electronics,7.63,571,4,9,9,89,58,929,0,1,10,2,73,60,1,17.33
23,Male,Tier 2,Mechanical,7.15,163,2,8,1,88,98,1804,133,7,4,4,83,83,1,11.51
22,Female,Tier 3,AI/ML,8.09,362,1,9,9,54,80,1677,18,8,5,7,85,66,1,11.03
24,Male,Tier 3,Electronics,7.49,320,0,4,7,85,60,1941,73,3,5,10,79,80,1,11.49
25,Male,Tier 3,Computer Science,8.37,229,1,8,1,42,56,1507,116,2,8,7,63,81,1,14.94
20,Female,Tier 1,AI/ML,7.71,8,1,2,10,80,56,1676,254,2,7,8,72,79,1,10.19
25,Female,Tier 3,Civil,7.54,336,2,1,10,88,82,987,59,5,4,8,76,77,1,11.27
21,Other,Tier 2,Electronics,7.42,45,1,9,6,72,45,1209,149,1,8,10,85,41,1,14.76
20,Male,Tier 2,Computer Science,7.23,92,0,3,8,66,73,1354,136,7,4,4,58,70,1,14.03
20,Other,Tier 3,AI/ML,7.62,562,1,0,12,67,50,1739,217,2,8,3,85,70,1,11.89
19,Female,Tier 3,Data Science,7.96,276,3,4,12,51,68,2307,92,8,10,2,55,97,1,19.03
23,Male,Tier 1,Electronics,8.92,163,1,9,4,74,48,1558,5,0,7,4,87,64,1,17.56
19,Male,Tier 2,Information Technology,5.05,8,1,4,1,72,92,1395,44,4,8,10,50,83,1,9.14
23,Male,Tier 3,Mechanical,6.86,393,2,4,8,83,87,1799,156,0,9,10,55,84,1,14.58
19,Female,Tier 2,Electronics,7.24,405,0,4,8,73,39,1493,57,7,4,8,88,98,1,10.45
21,Female,Tier 2,Mechanical,7.44,378,2,5,10,69,66,1565,21,0,7,9,77,77,1,15.14
20,Male,Tier 3,Mechanical,6.83,328,0,3,7,78,72,898,166,3,7,10,97,36,1,13.5
23,Other,Tier 3,Electronics,6.69,310,1,2,12,84,43,1519,63,5,7,8,64,58,1,14.06
22,Other,Tier 3,Mechanical,6.99,191,3,0,6,70,43,1659,136,4,5,3,47,93,1,14.54
25,Male,Tier 3,Data Science,7.36,312,0,5,10,60,46,1426,67,5,9,7,52,39,1,11.16
21,Other,Tier 3,AI/ML,6.53,173,1,5,6,70,71,2526,163,5,8,7,58,86,1,10.9
19,Male,Tier 1,Data Science,8.22,532,1,10,9,60,86,1268,83,0,7,5,83,84,1,9.78
18,Female,Tier 3,AI/ML,6.92,370,1,10,3,51,73,1332,37,5,2,8,81,46,1,7.86
19,Male,Tier 2,Computer Science,7.51,156,0,4,10,63,46,2159,124,3,2,1,67,83,1,9.05
21,Female,Tier 2,Computer Science,8.08,556,0,10,6,93,97,2082,46,1,1,5,52,58,1,8.23
22,Male,Tier 2,Mechanical,5.91,354,0,2,7,65,74,1347,65,7,9,9,75,46,1,13.08
22,Female,Tier 2,Electronics,6.32,402,0,10,7,62,100,1098,92,3,5,8,92,85,1,13.33
23,Other,Tier 2,Information Technology,7.32,95,1,8,4,57,58,1980,210,0,9,4,60,96,1,16.13
21,Other,Tier 3,Electronics,5.49,294,2,2,2,54,48,1203,71,8,4,5,58,73,1,12.28
19,Other,Tier 2,Data Science,5.45,273,1,5,5,46,61,1986,131,4,8,4,46,95,1,13.65
23,Male,Tier 2,Civil,7.32,122,2,2,1,97,80,2125,104,0,3,10,80,44,1,9.64
19,Other,Tier 3,Mechanical,5.81,222,2,1,3,42,87,1755,119,4,6,8,94,79,1,8.85
21,Male,Tier 3,Data Science,7.28,413,0,10,5,60,77,1405,236,8,5,3,95,96,1,9.65
24,Male,Tier 1,Electronics,8.1,322,2,6,8,41,73,1634,155,3,6,7,83,61,1,13.02
24,Female,Tier 3,AI/ML,7.5,185,1,7,9,74,69,1545,143,1,6,7,49,37,1,12.03
18,Other,Tier 2,Computer Science,7.06,35,2,8,5,77,61,1468,167,8,3,8,54,36,1,12.43
18,Female,Tier 3,Civil,7.34,34,0,10,3,47,38,1583,21,1,3,3,63,80,1,9.27
24,Male,Tier 2,Civil,6.05,95,1,4,2,98,76,1499,11,2,10,3,68,50,1,10.08
18,Other,Tier 2,Computer Science,8.78,529,0,2,11,55,67,1798,96,3,9,5,86,39,1,16.0
21,Female,Tier 1,Electronics,7.73,0,0,9,2,90,91,1856,19,6,5,7,71,95,1,10.66
23,Male,Tier 3,Data Science,7.5,294,1,7,6,75,96,1584,215,2,10,8,75,51,1,14.24
21,Male,Tier 3,Civil,7.36,480,0,2,6,88,44,1422,110,7,4,5,64,61,1,11.98
25,Female,Tier 2,Mechanical,9.2,146,0,4,6,77,76,849,119,6,8,6,95,92,1,16.55
23,Other,Tier 1,Mechanical,7.78,172,0,8,10,75,63,1452,41,8,6,9,100,48,1,8.46
19,Male,Tier 1,Civil,6.92,100,2,1,4,94,46,1340,0,2,2,2,78,42,1,14.98
21,Other,Tier 3,Electronics,8.15,170,1,2,3,47,35,1466,204,4,4,5,72,76,1,13.04
19,Other,Tier 3,Information Technology,6.85,320,4,3,5,47,77,1357,108,7,7,5,88,63,1,17.87
19,Other,Tier 2,Computer Science,7.63,238,1,4,9,63,80,1101,163,8,6,4,52,98,1,14.68
18,Male,Tier 3,Electronics,8.35,634,1,4,11,49,51,1106,0,6,2,8,93,91,1,13.98
18,Male,Tier 1,Civil,6.0,76,0,4,8,88,87,1644,145,1,9,8,76,44,1,10.22
19,Male,Tier 2,Mechanical,6.38,254,1,2,9,100,74,1282,129,0,6,1,61,68,1,9.6
19,Other,Tier 3,Mechanical,6.32,17,1,5,3,43,42,1578,68,0,7,10,85,68,1,13.31
21,Female,Tier 3,Mechanical,5.0,42,1,9,7,88,44,1388,65,6,10,3,46,96,1,9.54
24,Female,Tier 2,AI/ML,6.92,207,0,5,5,62,85,1754,141,7,1,8,54,84,1,12.09
24,Female,Tier 1,Computer Science,8.74,154,1,7,3,95,65,1835,189,0,6,2,98,91,1,13.41
22,Male,Tier 3,Data Science,7.73,278,2,2,3,47,97,1429,140,7,2,9,86,99,1,12.84
25,Other,Tier 3,Computer Science,8.22,93,1,9,7,67,57,1716,27,0,6,8,53,97,1,12.91
19,Female,Tier 1,Computer Science,7.46,0,3,1,4,55,70,1347,155,0,1,3,50,40,1,12.15
20,Female,Tier 2,Computer Science,6.28,358,0,5,9,93,49,1172,136,5,7,9,85,54,1,10.9
21,Male,Tier 3,Mechanical,7.11,275,1,1,9,100,74,1233,192,0,6,3,56,49,1,10.56
24,Male,Tier 2,Mechanical,8.04,194,0,4,7,52,60,800,57,1,8,5,63,79,1,15.45
22,Female,Tier 1,Mechanical,8.36,0,0,0,7,65,76,1191,0,4,3,3,96,59,1,11.79
19,Female,Tier 3,AI/ML,6.52,303,1,3,12,79,76,1685,240,8,7,10,92,63,1,15.47
22,Other,Tier 2,Civil,9.12,389,1,10,11,58,71,1398,0,3,9,7,97,64,1,13.11
21,Other,Tier 1,Information Technology,5.84,318,3,5,2,82,97,2179,48,0,1,7,99,85,1,8.11
21,Other,Tier 3,Data Science,6.17,514,1,8,3,50,70,1891,205,3,2,9,98,58,1,7.54
22,Female,Tier 2,Information Technology,8.12,258,2,3,3,91,41,1749,34,8,7,4,100,74,1,13.95
23,Female,Tier 1,Data Science,6.61,353,2,4,9,59,40,2220,15,8,2,5,80,71,1,10.87
19,Other,Tier 1,AI/ML,8.24,188,1,1,4,71,58,1161,127,0,9,2,56,81,1,13.19
18,Male,Tier 2,Information Technology,8.95,297,0,4,9,45,36,1625,50,5,3,4,84,65,1,12.33
21,Other,Tier 2,Civil,7.13,352,0,10,9,83,80,1682,74,1,7,3,88,37,1,12.06
22,Other,Tier 3,Computer Science,8.17,157,1,2,4,93,58,2116,26,3,10,9,57,63,1,13.72
25,Male,Tier 2,Electronics,6.3,326,3,2,10,66,89,1454,12,6,4,10,48,92,1,16.51
23,Male,Tier 3,Data Science,6.62,0,1,7,10,73,63,1532,130,4,5,8,84,99,1,10.24
21,Male,Tier 3,Mechanical,6.36,246,1,10,9,99,98,1081,188,4,2,3,72,53,1,11.93
21,Other,Tier 2,Civil,7.27,76,1,4,10,41,46,1056,148,3,5,10,79,44,1,12.86
21,Female,Tier 3,Computer Science,7.22,329,0,3,7,72,56,1635,121,4,4,6,46,70,1,11.14
25,Female,Tier 2,Mechanical,5.57,254,0,3,12,52,74,1395,55,4,6,6,98,69,1,11.43
22,Female,Tier 2,Mechanical,7.14,293,0,3,2,99,85,800,105,2,3,3,79,87,1,11.9
20,Female,Tier 1,Mechanical,6.82,223,1,4,5,92,67,1532,119,0,7,10,85,80,1,14.88
25,Female,Tier 2,Mechanical,7.74,319,2,4,1,67,63,1563,219,3,7,2,45,80,1,14.56
25,Female,Tier 3,Computer Science,6.11,405,1,7,12,83,85,1180,165,5,1,8,63,69,1,7.57
20,Female,Tier 3,AI/ML,5.54,208,2,7,10,70,96,2032,40,3,2,1,100,41,1,8.25
18,Female,Tier 1,Data Science,6.49,0,0,0,6,100,66,1913,269,0,2,2,66,100,1,9.45
20,Male,Tier 3,Mechanical,6.44,178,2,3,5,51,90,1095,127,8,3,4,67,58,1,13.22
24,Male,Tier 2,AI/ML,8.91,133,1,0,6,92,89,1136,167,5,7,8,91,88,1,13.4
24,Male,Tier 1,Civil,7.14,207,0,6,7,88,92,1546,161,6,10,4,93,91,1,12.7
21,Female,Tier 3,Civil,6.48,405,1,6,4,76,50,1395,233,7,10,6,75,100,1,10.79
24,Other,Tier 3,Electronics,6.71,40,2,9,1,58,70,1698,153,2,8,3,59,94,1,14.28
21,Male,Tier 2,Electronics,6.83,366,1,2,3,75,82,1644,76,7,4,10,89,90,1,15.2
18,Female,Tier 1,Mechanical,7.23,279,1,9,4,59,39,1759,59,4,8,3,55,66,1,12.86
20,Other,Tier 3,Civil,6.52,67,0,4,12,96,97,1638,0,3,3,5,64,83,1,7.04
22,Male,Tier 1,Mechanical,7.95,22,2,8,1,80,100,1238,140,5,10,5,96,84,1,15.77
19,Male,Tier 3,Information Technology,7.71,351,0,4,5,87,59,1077,160,8,6,9,97,49,1,11.02
18,Other,Tier 2,Information Technology,4.52,496,2,0,10,90,56,1293,120,4,2,5,54,70,1,8.0
20,Female,Tier 2,Data Science,7.72,187,3,3,8,54,60,1183,321,0,1,6,96,83,1,6.93
21,Female,Tier 3,Computer Science,6.67,278,4,5,6,98,40,1030,59,6,6,4,99,71,1,14.42
19,Male,Tier 2,Mechanical,4.65,471,0,3,7,80,39,1512,131,0,3,2,60,54,1,8.56
22,Other,Tier 2,Mechanical,6.6,203,4,10,7,68,43,1485,75,2,3,1,54,55,1,12.21
25,Male,Tier 2,Information Technology,7.61,35,2,8,2,43,61,1645,308,4,4,7,100,93,1,16.72
20,Female,Tier 3,Mechanical,7.49,62,1,7,8,67,54,1934,104,2,9,1,46,100,1,16.24
23,Other,Tier 2,Computer Science,6.44,161,2,7,3,50,45,1618,65,1,6,3,58,55,1,16.11
22,Other,Tier 3,Mechanical,7.76,515,2,3,10,84,82,1052,50,7,9,4,50,64,1,19.76
25,Male,Tier 3,Electronics,5.59,453,1,10,3,73,41,1520,86,4,5,1,53,99,1,12.66
24,Other,Tier 1,Mechanical,8.83,260,4,5,4,54,67,1549,133,0,6,9,72,80,1,15.52
22,Male,Tier 1,Civil,5.53,119,3,1,1,62,71,1885,78,5,2,9,50,94,1,9.06
20,Other,Tier 2,Electronics,6.84,212,2,3,11,93,53,949,106,7,4,2,98,70,1,12.26
19,Male,Tier 2,Data Science,6.48,297,2,3,7,63,96,2425,95,7,1,3,84,87,1,8.42
22,Female,Tier 3,Information Technology,8.25,395,0,4,3,63,85,1853,148,5,4,9,85,88,1,10.63
25,Female,Tier 2,Civil,7.36,164,2,4,7,69,55,1920,200,0,10,6,47,86,1,11.12
22,Other,Tier 2,Mechanical,6.76,375,4,9,6,76,55,1020,122,0,8,8,47,61,1,11.09
23,Female,Tier 1,Mechanical,6.8,245,1,5,7,44,86,1039,130,6,2,7,89,76,1,11.79
24,Other,Tier 2,Computer Science,6.27,358,0,4,1,74,62,1809,104,6,10,9,81,72,1,8.45
23,Female,Tier 3,Civil,6.56,291,0,7,2,95,44,1045,107,4,7,2,98,97,1,9.63
20,Male,Tier 3,Mechanical,7.18,216,0,8,9,55,41,1433,158,7,2,9,76,40,1,9.79
21,Female,Tier 3,Mechanical,8.86,461,1,10,1,43,82,1605,158,5,4,6,74,70,1,11.88
18,Female,Tier 3,Electronics,7.57,331,4,9,3,80,92,1645,203,7,7,1,91,83,1,15.76
19,Male,Tier 2,AI/ML,7.52,440,1,2,5,71,43,1484,71,7,9,7,50,49,1,14.56
20,Other,Tier 2,AI/ML,7.86,194,1,6,7,60,37,1319,130,7,7,10,45,83,1,15.64
24,Female,Tier 3,Data Science,6.7,41,3,5,12,61,77,935,16,0,9,4,46,100,1,11.79
18,Other,Tier 2,Information Technology,6.67,172,0,2,9,61,79,1623,220,2,2,10,97,95,1,11.71
22,Other,Tier 1,Data Science,6.49,160,0,9,4,45,96,2317,0,8,7,8,71,58,1,13.12
22,Other,Tier 2,Data Science,6.34,367,1,5,6,75,82,1864,135,1,10,3,51,83,1,14.92
23,Other,Tier 3,Mechanical,10.0,47,0,10,1,98,71,1825,213,2,10,1,75,86,1,12.13
23,Female,Tier 2,Computer Science,7.57,227,0,3,10,89,48,1678,139,5,4,6,97,36,1,12.97
19,Female,Tier 2,AI/ML,6.33,576,0,6,4,63,71,1526,251,2,6,3,53,86,1,11.81
20,Male,Tier 3,Mechanical,8.53,256,1,4,12,69,62,1882,41,5,1,10,73,35,1,13.9
21,Male,Tier 2,Civil,6.48,225,1,9,7,56,68,1074,68,1,9,5,74,38,1,12.0
21,Female,Tier 3,Mechanical,7.81,304,1,8,9,64,35,1319,167,8,8,4,85,40,1,14.32
23,Other,Tier 2,Data Science,6.86,192,4,1,3,63,53,1331,282,5,8,9,81,91,1,13.43
21,Female,Tier 2,Data Science,8.3,137,3,8,8,53,89,1300,158,8,2,10,95,92,1,14.71
20,Female,Tier 3,Civil,7.54,356,0,6,5,50,80,1676,170,1,10,9,91,96,1,11.99
19,Other,Tier 1,Electronics,6.89,250,1,4,4,48,74,1845,174,0,10,10,89,82,1,13.43
25,Female,Tier 2,Electronics,7.38,90,1,0,5,78,56,1364,80,3,9,8,72,99,1,15.07
21,Female,Tier 2,Data Science,7.41,434,1,8,8,89,36,2262,186,6,3,8,77,78,1,9.66
21,Other,Tier 3,Data Science,7.01,5,3,6,4,91,84,2074,303,3,7,10,57,52,1,11.94
21,Other,Tier 3,Civil,6.79,165,0,9,8,52,38,1154,3,7,6,1,84,81,1,12.94
18,Male,Tier 3,Mechanical,6.13,249,1,4,8,50,95,1176,0,5,3,5,65,63,1,9.26
21,Other,Tier 3,Electronics,5.77,250,1,7,1,99,53,1660,166,4,2,1,66,92,1,10.42
21,Male,Tier 1,Information Technology,7.85,109,3,10,3,61,60,1340,94,0,10,2,65,51,1,12.47
25,Female,Tier 2,Civil,6.38,83,0,3,9,53,82,1398,165,2,5,9,64,59,1,9.75
18,Other,Tier 3,Information Technology,6.24,266,0,0,9,97,82,1300,65,6,1,10,56,91,1,12.42
23,Male,Tier 3,Data Science,8.25,271,0,5,11,43,39,1272,84,7,5,10,51,56,1,10.44
25,Other,Tier 3,Electronics,6.48,234,2,3,6,90,87,800,232,4,10,5,79,97,1,14.38
20,Other,Tier 1,Information Technology,6.34,465,1,1,12,83,85,1671,181,7,6,1,89,60,1,10.88
21,Other,Tier 3,AI/ML,7.73,0,1,5,12,62,88,1560,91,0,3,6,85,64,1,13.69
22,Other,Tier 3,Computer Science,6.82,166,1,9,11,95,53,1863,209,1,3,4,83,86,1,12.62
20,Other,Tier 3,Civil,7.64,352,0,5,1,50,49,1364,50,0,5,3,62,70,1,12.26
18,Female,Tier 2,AI/ML,5.47,449,2,5,10,79,87,1416,107,3,2,1,83,100,1,8.51
18,Male,Tier 1,Civil,8.51,356,1,1,3,77,91,1538,164,1,5,5,92,76,1,13.23
